"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Portland School District","900761800","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Portland School District","900761800","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Portland School District","900761800","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Preston School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Preston School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Preston School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Preston School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Preston School District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Preston School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Preston School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Preston School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Preston School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Preston School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Preston School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Putnam School District","901562710","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Redding School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 01","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Regional School District 01","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Regional School District 01","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Regional School District 01","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 01","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 01","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 01","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 01","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 01","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 01","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 01","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 04","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 05","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 05","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 05","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 05","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 05","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 05","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Regional School District 05","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 05","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 05","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Regional School District 05","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
